reporting_date,uniqueContID,ProductID,platform_identifier,confirmation_platform,counterparty_1_lei,counterparty_1_ID,counterparty_1_country,counterparty_2_lei,counterparty_2_name,counterparty_2_country,counterparty_2_sector,counterparty_2_rating,asset_class,contract_type,product_name,instrument_type,underlying_asset_type,underlying_id,underlying_name,cfi_code,isin,trade_date,effective_date,maturity_date,termination_date, notional_amount_leg1 ,notional_currency_leg1, notional_amount_leg2 ,notional_currency_leg2, price ,price_currency,fixed_rate_leg1,fixed_rate_leg2,floating_rate_index_leg1,floating_rate_index_leg2,spread_leg1_bps,spread_leg2_bps,payment_frequency_leg1,payment_frequency_leg2,day_count_leg1,day_count_leg2,buyer_lei,seller_lei,payer_leg1,receiver_leg1,direction,position_side,quantity,unit_of_measure,cleared,central_counterparty_lei,clearing_timestamp,settlement_date,settlement_currency,settlement_type,valuation_timestamp,valuation_amount,valuation_currency,valuation_method,valuation_source,collateralisation_category,collateral_portfolio_indicator,collateral_portfolio_code, initial_margin_posted , initial_margin_received , variation_margin_posted , variation_margin_received , excess_collateral_posted , excess_collateral_received ,margin_currency,option_type,option_style,strike_price,strike_currency,option_premium,premium_currency,premium_payment_date,expiry_date,reference_entity_lei,reference_entity_name,reference_obligation,seniority,credit_event,restructuring_clause,master_agreement_type,master_agreement_version,netting_set_id,margin_agreement_id,beneficiary_lei,broker_lei,clearing_member_lei
31/5/25,99999990419,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,EF16QZDO7WGVJPR1ZU28,Counterparty 166 Investments,AU,Sovereign,A,Equity,Swap,Equity Swap,OTC Derivative,Single Name Equity,DBS,DBS SP Equity,SESXXX,US0038162991,28/5/25,2/6/25,1/6/28,,"90,000,000",GBP,,,71.4661,GBP,,,,,,,Annual,,ACT/360,,EF16QZDO7WGVJPR1ZU28,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,343090,Metric Tonnes,N,,,30/5/25,GBP,Physical,2025-05-29T19:00:00,"2,027,050",GBP,Mark-to-Market,Market Data Vendor,One-way CSA,Y,CSA-2536,"2,005,641","2,132,340", -   ,"21,387","598,368","451,767",GBP,,,,,,,,,,,,,,,GMRA,2002,NS-153,MA-260,,,
31/5/25,99999990420,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,UDQAN4BFH7UZ92RBWK82,Counterparty 121 Capital,US,Corporate,BB,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,SORA,SORA,SRXXXX,,7/1/26,9/1/26,10/4/26,,"17,000,000",EUR,,,0.026911,EUR,0.026911,,EURIBOR,,233.9,,Semi-Annual,,30/360,,254900F6KD0V3NHL4K90,UDQAN4BFH7UZ92RBWK82,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Long,,,Y,CMEGUS33XXX,2026-01-07T01:00:00,9/1/26,EUR,Physical,2026-01-10T19:00:00,"-576,585",EUR,Mark-to-Market,Market Data Vendor,Fully Collateralised,Y,CSA-7055,"217,271","324,078","576,585", -   ,"110,412","77,409",EUR,Put,European,98.7473,EUR,665105.34,EUR,9/1/26,2/3/26,,,,,,,None,2018,NS-136,MA-208,,9JKNPFLVY55IWAN7W125,3HQFMRL55MJMU5O5QL22
31/5/25,99999990421,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,XW955OZSL5N3W3JO7G64,Counterparty 797 Pte Ltd,CN,Asset Manager,BB,Equity,Option,Equity Option,OTC Derivative,Single Name Equity,AAPL,AAPL US Equity,OESXXX,US1419612925,8/3/25,9/3/25,7/9/25,,"150,000,000",SGD,,,198.5252,SGD,,,,,,,Annual,,30/360,,XW955OZSL5N3W3JO7G64,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Long,283280,Shares,Y,LCHLGB2LXXX,2025-03-08T04:00:00,9/3/25,SGD,Physical,2025-03-10T19:00:00,"5,075,183",SGD,Mark-to-Model,Counterparty Statement,One-way CSA,Y,CSA-9908,"3,945,856","767,388", -   ,"544,080","184,952","334,998",SGD,Call,American,34.076,SGD,1613713.15,SGD,10/3/25,12/8/25,,,,,,,GMRA,,NS-110,MA-219,,,KHOH19LIYD7AN2EXGO19
31/5/25,99999990422,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,AAUOWU67INQ9GH6B9L82,Counterparty 767 Bank,IN,Asset Manager,A,Interest Rate,Option,Swaption,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,23/9/25,25/9/25,25/12/25,,"360,000,000",CNH,,,0.034715,CNH,0.034715,,SORA,,89.35,,At Maturity,,30/360,,AAUOWU67INQ9GH6B9L82,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,AAUOWU67INQ9GH6B9L82,Sell,Long,,,N,,,24/9/25,CNH,Physical,2025-09-25T19:00:00,"-4,252,688",CNH,Mark-to-Model,Counterparty Statement,Partially Collateralised,Y,CSA-8812,"3,183,700","3,468,175","6,819,941", -   ,"517,970","347,401",CNH,Call,American,123.2162,CNH,10086527.71,CNH,25/9/25,16/12/25,,,,,,,ISDA,2018,NS-127,MA-235,,P5NHMQDO55E3AN5NB022,
31/5/25,99999990423,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,D1VIBVOY2HIB2KCW4994,Counterparty 719 Pte Ltd,SG,Bank,AA,Interest Rate,Swap,Basis Swap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,1/5/25,3/5/25,2/5/30,,"900,000,000",HKD,,,0.061966,HKD,0.061966,,BBSW,BBSW,165.78,183.94,Semi-Annual,Monthly,ACT/360,ACT/365,D1VIBVOY2HIB2KCW4994,254900F6KD0V3NHL4K90,D1VIBVOY2HIB2KCW4994,D1VIBVOY2HIB2KCW4994,Sell,Short,,,Y,SGXASGSGXXX,2025-05-01T05:00:00,2/5/25,HKD,Physical,2025-05-01T19:00:00,"-34,050,253",HKD,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-9773,"26,893,438","907,639","34,050,253", -   ,"7,287,558","3,159,062",HKD,,,,,,,,,,,,,,,GMRA,,NS-101,MA-218,,,CW8DY4BEQR1WT7QADA15
31/5/25,99999990424,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,1IU21DFM7C4VFF6HKG59,Counterparty 461 Bank,FR,Corporate,BBB,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,AUD/JPY,AUD/JPY,FFCXXX,,16/12/25,18/12/25,19/3/26,,"10,000,000",AUD,," 17,281,000 ", 1.72810 ,JPY,,,,,,,Monthly,,ACT/365,,1IU21DFM7C4VFF6HKG59,254900F6KD0V3NHL4K90,1IU21DFM7C4VFF6HKG59,254900F6KD0V3NHL4K90,Sell,Short,,,Y,SGXASGSGXXX,2025-12-16T07:00:00,17/12/25,AUD,Physical,2025-12-18T19:00:00,"588,829",AUD,Mark-to-Model,Market Data Vendor,Partially Collateralised,N,CSA-6051,"278,904","21,191", -   ,"588,829","8,400","66,428",AUD,,,,,,,,,,,,,,,ISDA,2002,NS-132,MA-257,1IU21DFM7C4VFF6HKG59,,
31/5/25,99999990425,99990001,SEF,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,IRR5K3UFRT7TBATYV842,Counterparty 514 Bank,GB,Corporate,A,Interest Rate,Swap,Overnight Index Swap,OTC Derivative,Interest Rate,BBSW,BBSW,SRXXXX,,13/2/26,14/2/26,13/2/29,,"32,000,000",CNH,,,0.052847,CNH,0.052847,,SONIA,,206.11,,Semi-Annual,,ACT/365,,IRR5K3UFRT7TBATYV842,254900F6KD0V3NHL4K90,IRR5K3UFRT7TBATYV842,IRR5K3UFRT7TBATYV842,Sell,Short,,,Y,CMEGUS33XXX,2026-02-13T02:00:00,15/2/26,CNH,Physical,2026-02-13T19:00:00,"2,177,194",CNH,Mark-to-Market,Market Data Vendor,One-way CSA,N,CSA-1907,"434,654","43,475", -   ,"224,391","43,126","116,861",CNH,,,,,,,,,,,,,,,None,1992,NS-144,MA-205,IRR5K3UFRT7TBATYV842,,NH215A7W02UHBX1N0515
31/5/25,99999990426,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,C8U3UIXYN5QR9RWVV459,Counterparty 953 Investments,DE,Sovereign,A,Interest Rate,Option,Cap,OTC Derivative,Interest Rate,SONIA,SONIA,SRXXXX,,19/4/25,20/4/25,19/4/30,,"5,000,000",USD,,,0.062001,USD,0.062001,,BBSW,,84.8,,Monthly,,ACT/365,,C8U3UIXYN5QR9RWVV459,254900F6KD0V3NHL4K90,C8U3UIXYN5QR9RWVV459,254900F6KD0V3NHL4K90,Sell,Long,,,N,,,21/4/25,USD,Cash,2025-04-20T19:00:00,"342,829",USD,Mark-to-Model,Internal Model,One-way CSA,N,CSA-1355,"70,522","79,196","77,464","342,829","42,726","34,330",USD,Call,American,159.6985,USD,72132.35,USD,21/4/25,31/1/30,,,,,,,ISDA,,NS-138,MA-204,,SMXCD4ZG1WO4537QIR72,
31/5/25,99999990427,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,6JND4CB7EMNTBJN4TO32,Counterparty 951 Investments,DE,Corporate,B,Foreign Exchange,Forward,FX Forward,OTC Derivative,Currency Pair,USD/SGD,USD/SGD,FFCXXX,,22/10/25,23/10/25,22/10/28,,"650,000,000",USD,," 888,192,500 ", 1.36645 ,SGD,,,,,,,Quarterly,,ACT/360,,254900F6KD0V3NHL4K90,6JND4CB7EMNTBJN4TO32,6JND4CB7EMNTBJN4TO32,254900F6KD0V3NHL4K90,Buy,Long,,,N,,,24/10/25,USD,Cash,2025-10-22T19:00:00,"-39,729,704",USD,Mark-to-Model,Market Data Vendor,Fully Collateralised,Y,CSA-9681,"13,538,173","11,161,080","39,729,704","512,544","3,255,909","2,501,897",USD,,,,,,,,,,,,,,,GMRA,,NS-115,MA-219,,,
31/5/25,99999990428,99990001,SEF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,AL24IF3NEZKWCVWMK166,Counterparty 732 Holdings,US,Broker Dealer,BB,Credit,Swap,Credit Default Swap,OTC Derivative,Reference Entity,P67RFK712K654Q58YF16,HSBC Holdings,SCXXXX,,17/3/25,19/3/25,18/3/28,,"300,000,000",EUR,,,116.59,EUR,,,,,,,Quarterly,,ACT/365,,AL24IF3NEZKWCVWMK166,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,,,N,,,18/3/25,EUR,Physical,2025-03-20T19:00:00,"-5,788,810",EUR,Mark-to-Model,Counterparty Statement,Uncollateralised,N,CSA-7482,"7,847,879","7,058,884","5,788,810","5,743,186","666,053","1,072,814",EUR,,,,,,,,,P67RFK712K654Q58YF16,HSBC Holdings,Senior Bond 2027,Senior Unsecured,Restructuring,MM,GMRA,2002,NS-157,MA-204,,,
31/5/25,99999990429,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,6TXZ2OFO4DCE3RMF2X63,Counterparty 128 Investments,US,Fund,BB,Equity,Forward,Equity Forward,OTC Derivative,Single Name Equity,HSBA,HSBA LN Equity,SESXXX,US8608069540,1/5/25,1/5/25,1/5/26,,"16,000,000",GBP,,,203.7468,GBP,,,,,,,At Maturity,,ACT/365,,254900F6KD0V3NHL4K90,6TXZ2OFO4DCE3RMF2X63,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Buy,Short,478554,Metric Tonnes,N,,,2/5/25,GBP,Physical,2025-05-04T19:00:00,"1,073,508",GBP,Mark-to-Model,Internal Model,Fully Collateralised,N,CSA-6733,"76,460","348,468","4,976","1,073,508","1,317","43,738",GBP,,,,,,,,,,,,,,,ISDA,2018,NS-125,MA-255,,CTVDFUPEHU0DJ4ZMR572,
31/5/25,99999990430,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,H5VQG7K55GHT99GYDX81,Counterparty 121 Pte Ltd,CN,Sovereign,BBB,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,USD/AUD,USD/AUD,FFCXXX,,19/10/25,24/10/25,23/10/30,,"26,000,000",USD,," 32,710,132 ", 1.25808 ,AUD,,,,,,,Annual,,30/360,,H5VQG7K55GHT99GYDX81,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Sell,Short,,,N,,,21/10/25,USD,Cash,2025-10-22T19:00:00,"1,612,355",USD,Mark-to-Model,Internal Model,Fully Collateralised,Y,CSA-7733,"204,869","572,615", -   ,"1,612,355","188,661","172,974",USD,,,,,,,,,,,,,,,ISDA,2018,NS-109,MA-255,,,
31/5/25,99999990431,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,2AC18EQO1X4JO3Z0GD50,Counterparty 357 Pte Ltd,JP,Bank,B,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,CNH/GBP,CNH/GBP,SFCXXX,,25/8/25,25/8/25,24/8/30,,"3,000,000",CNH,"3,394,405",GBP,0.606533,GBP,0.024241,,SOFR,BBSW,172.78,214.17,At Maturity,Semi-Annual,ACT/365,30/360,2AC18EQO1X4JO3Z0GD50,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Sell,Short,,,N,,,26/8/25,CNH,Cash,2025-08-25T19:00:00,"198,043",CNH,Mark-to-Market,Internal Model,Partially Collateralised,N,CSA-7635,"49,824","16,112", -   ,"198,043","23,928","1,825",CNH,,,,,,,,,,,,,,,ISDA,,NS-106,MA-247,,XK2LX58OM13RD7GKCW85,
31/5/25,99999990432,99990001,Bilateral,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,5CEZKDZP3DOXVWGUHZ66,Counterparty 487 Pte Ltd,CN,Broker Dealer,B,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,HKD/CNH,HKD/CNH,SFCXXX,,13/8/25,18/8/25,18/8/26,,"350,000,000",HKD,"322,011,295",CNH,0.759304,CNH,,,,,,,Monthly,Monthly,30/360,,5CEZKDZP3DOXVWGUHZ66,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,5CEZKDZP3DOXVWGUHZ66,Sell,Short,,,N,,,15/8/25,HKD,Physical,2025-08-15T19:00:00,"-14,365,718",HKD,Mark-to-Market,Counterparty Statement,Partially Collateralised,Y,CSA-1095,"9,048,118","5,391,039","14,365,718", -   ,"968,286","216,922",HKD,,,,,,,,,,,,,,,None,2018,NS-153,MA-241,,,
31/5/25,99999990433,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,YRP4XASS3DU9PDQ4AI72,Counterparty 770 Holdings,SG,Asset Manager,B,Credit,Swap,Index CDS,OTC Derivative,Credit Index,iTraxx Europe,iTraxx Europe,SCXXXX,,24/10/25,24/10/25,24/10/26,,"7,000,000",JPY,,,279.49,JPY,,,,,,,At Maturity,,30/360,,5493001KJTIIGC8Y1R12,YRP4XASS3DU9PDQ4AI72,YRP4XASS3DU9PDQ4AI72,5493001KJTIIGC8Y1R12,Buy,Short,,,Y,LCHLGB2LXXX,2025-10-24T02:00:00,26/10/25,JPY,Cash,2025-10-27T19:00:00,"444,758",JPY,Mark-to-Model,Counterparty Statement,Uncollateralised,N,CSA-2668,"24,836","130,869","45,888","444,758","8,902","67,744",JPY,,,,,,,,,,iTraxx Europe,Senior Bond 2027,Subordinated,Failure to Pay,XR,ISDA,2018,NS-147,MA-223,YRP4XASS3DU9PDQ4AI72,,XDHMVKQ3FF2964WAXH36
31/5/25,99999990434,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,J40JY9Q2O63MCJXLND58,Counterparty 152 Capital,US,Asset Manager,AAA,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,SGD/EUR,SGD/EUR,SFCXXX,,1/8/25,2/8/25,31/7/32,,"20,000,000",SGD,"15,850,199",EUR,1.33878,EUR,,,,,,,Semi-Annual,Annual,30/360,,5493001KJTIIGC8Y1R12,J40JY9Q2O63MCJXLND58,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Long,,,Y,SGXASGSGXXX,2025-08-01T08:00:00,2/8/25,SGD,Physical,2025-08-04T19:00:00,"464,577",SGD,Mark-to-Model,Internal Model,Partially Collateralised,Y,CSA-3109,"321,121","488,461", -   ,"155,748","39,695","56,238",SGD,,,,,,,,,,,,,,,ISDA,2002,NS-152,MA-214,,,
31/5/25,99999990435,99990001,OTC,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,YAJUBJ5BQABTP81Y1648,Counterparty 578 Pte Ltd,US,Bank,BB,Foreign Exchange,Swap,FX Swap,OTC Derivative,Currency Pair,EUR/JPY,EUR/JPY,SFCXXX,,21/2/26,26/2/26,26/2/27,,"80,000,000",EUR,"93,086,728",JPY,1.742836,JPY,,,,,,,Annual,Quarterly,ACT/365,,5493001KJTIIGC8Y1R12,YAJUBJ5BQABTP81Y1648,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Long,,,N,,,23/2/26,EUR,Cash,2026-02-21T19:00:00,"-1,109,424",EUR,Mark-to-Model,Counterparty Statement,One-way CSA,Y,CSA-1225,"69,465","492,381","309,651", -   ,"302,721","707,372",EUR,,,,,,,,,,,,,,,GMRA,1992,NS-156,MA-258,,,
31/5/25,99999990436,99990001,Bilateral,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,XK8RYU6B18E2IKSG3211,Counterparty 322 Pte Ltd,SG,Insurance,BBB,Interest Rate,Option,Floor,OTC Derivative,Interest Rate,EURIBOR,EURIBOR,SRXXXX,,23/1/25,23/1/25,23/1/27,,"45,000,000",AUD,,,0.036936,AUD,0.036936,0.053745,SONIA,,219.21,,At Maturity,,30/360,,5493001KJTIIGC8Y1R12,XK8RYU6B18E2IKSG3211,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,Buy,Short,,,N,,,25/1/25,AUD,Cash,2025-01-23T19:00:00,"-2,214,738",AUD,Mark-to-Market,Market Data Vendor,Partially Collateralised,Y,CSA-8831,"562,244","1,074,486","2,214,738","412,083","300,895","174,464",AUD,Call,American,130.509,AUD,1102016.88,AUD,25/1/25,29/10/26,,,,,,,None,2018,NS-115,MA-212,,N27LVP2GI0775BSFVU72,
31/5/25,99999990437,99990001,SEF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,OCW401IC7TA27RZQAH52,Counterparty 552 Investments,JP,Insurance,AA,Commodity,Swap,Commodity Swap,OTC Derivative,Commodity,GOLD,Gold,SCXXXX,,1/6/25,6/6/25,4/6/32,,"550,000,000",CNH,,,165.1592,CNH,,,,,,,Quarterly,,30/360,,OCW401IC7TA27RZQAH52,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,254900F6KD0V3NHL4K90,Sell,Long,124045,Metric Tonnes,N,,,2/6/25,CNH,Cash,2025-06-01T19:00:00,"35,460,377",CNH,Mark-to-Market,Counterparty Statement,One-way CSA,Y,CSA-3541,"10,955,812","4,961,526", -   ,"35,460,377","1,969,833","4,846,450",CNH,,,,,,,,,,,,,,,GMRA,,NS-111,MA-236,,,
31/5/25,99999990438,99990001,OTC,TriOptima,254900F6KD0V3NHL4K90,AkbarBank SG,SG,XZX5R9D9TM5FTK0J4O90,Counterparty 474 Pte Ltd,FR,Sovereign,A,Commodity,Swap,Commodity Swap,OTC Derivative,Commodity,NATURAL_GAS,Natural Gas,SCXXXX,,29/11/25,4/12/25,5/3/26,,"140,000,000",EUR,,,166.4403,EUR,,,,,,,Quarterly,,ACT/360,,5493001KJTIIGC8Y1R12,XZX5R9D9TM5FTK0J4O90,XZX5R9D9TM5FTK0J4O90,XZX5R9D9TM5FTK0J4O90,Buy,Long,178193,Metric Tonnes,N,,,30/11/25,EUR,Physical,2025-11-29T19:00:00,"1,914,558",EUR,Mark-to-Market,Internal Model,One-way CSA,Y,CSA-3586,"1,822,546","1,195,921","1,586,386","17,794","152,610","1,388,597",EUR,,,,,,,,,,,,,,,GMRA,,NS-136,MA-256,,,
31/5/25,99999990439,99990001,MTF,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,EH5FNQAJWCB0RLJ30Q41,Counterparty 417 Holdings,US,Sovereign,A,Foreign Exchange,Option,FX Option,OTC Derivative,Currency Pair,HKD/AUD,HKD/AUD,SFCXXX,,28/11/25,30/11/25,28/11/32,,"600,000,000",HKD,,,1.767786,AUD,,,,,,,Semi-Annual,,ACT/360,,EH5FNQAJWCB0RLJ30Q41,254900F6KD0V3NHL4K90,EH5FNQAJWCB0RLJ30Q41,EH5FNQAJWCB0RLJ30Q41,Sell,Short,,,Y,SGXASGSGXXX,2025-11-28T02:00:00,30/11/25,HKD,Cash,2025-11-29T19:00:00,"-87,607",HKD,Mark-to-Market,Counterparty Statement,One-way CSA,N,CSA-5777,"8,826,205","15,295,906","87,607","178,486","5,905,753","3,681,652",HKD,Call,Bermudan,1.240894,AUD,2145055.07,HKD,30/11/25,19/9/32,,,,,,,None,2018,NS-108,MA-207,,7KODGZROBPI53RSSOO28,TW3715SDS43IQZR4J637
31/5/25,99999990440,99990001,MTF,MarkitWire,254900F6KD0V3NHL4K90,AkbarBank SG,SG,4DLS7EAVX4FX7QOQWY54,Counterparty 219 Bank,GB,Corporate,A,Foreign Exchange,Option,FX Option,OTC Derivative,Currency Pair,JPY/USD,JPY/USD,SFCXXX,,31/1/26,1/2/26,31/1/29,,"750,000,000",JPY,,,1.216935,USD,,,,,,,Semi-Annual,,30/360,,254900F6KD0V3NHL4K90,4DLS7EAVX4FX7QOQWY54,4DLS7EAVX4FX7QOQWY54,254900F6KD0V3NHL4K90,Buy,Long,,,N,,,1/2/26,JPY,Physical,2026-02-02T19:00:00,"-10,271,523",JPY,Mark-to-Market,Internal Model,One-way CSA,N,CSA-3937,"14,677,037","1,600,102","8,863,818", -   ,"6,987,562","5,353,458",JPY,Call,European,1.055636,USD,14000366.67,JPY,2/2/26,20/12/28,,,,,,,ISDA,,NS-138,MA-233,,6FUQQ596N33D5DXB2B89,
31/5/25,99999990441,99990001,Bilateral,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,2755VKM1MYG7TXRRG896,Counterparty 329 Holdings,US,Fund,BBB,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,EUR/HKD,EUR/HKD,SFCXXX,,6/7/25,11/7/25,11/7/26,,"20,000,000",EUR,"14,408,523",HKD,1.178008,HKD,0.024494,,SONIA,TONAR,167.05,44.1,Quarterly,Monthly,ACT/360,ACT/360,2755VKM1MYG7TXRRG896,5493001KJTIIGC8Y1R12,2755VKM1MYG7TXRRG896,2755VKM1MYG7TXRRG896,Sell,Short,,,N,,,7/7/25,EUR,Physical,2025-07-09T19:00:00,"-171,734",EUR,Mark-to-Model,Counterparty Statement,One-way CSA,Y,CSA-1081,"480,574","498,705","383,097", -   ,"70,207","127,300",EUR,,,,,,,,,,,,,,,GMRA,2002,NS-132,MA-257,,,
31/5/25,99999990442,99990001,Bilateral,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,GAVN5YNK93K5SYLLZ696,Counterparty 725 Investments,AU,Bank,B,Foreign Exchange,Swap,Cross Currency Swap,OTC Derivative,Currency Pair,EUR/HKD,EUR/HKD,SFCXXX,,13/6/25,14/6/25,13/12/25,,"35,000,000",EUR,"35,956,952",HKD,0.972577,HKD,0.004143,,SONIA,EURIBOR,130.78,169.87,Annual,Annual,ACT/360,30/360,GAVN5YNK93K5SYLLZ696,5493001KJTIIGC8Y1R12,5493001KJTIIGC8Y1R12,GAVN5YNK93K5SYLLZ696,Sell,Short,,,Y,CMEGUS33XXX,2025-06-13T07:00:00,14/6/25,EUR,Cash,2025-06-15T19:00:00,"-1,393,863",EUR,Mark-to-Market,Counterparty Statement,Fully Collateralised,Y,CSA-5428,"639,143","849,673","415,601", -   ,"82,107","348,182",EUR,,,,,,,,,,,,,,,ISDA,1992,NS-111,MA-225,,,8JWFHBMF812IB4WGRR57
31/5/25,99999990443,99990001,Bilateral,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,X0ZX3MI44TFDVA17UB29,Counterparty 347 Bank,FR,Bank,AAA,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,JPY/HKD,JPY/HKD,FFCXXX,,29/1/25,31/1/25,30/1/32,,"10,000,000",JPY,," 16,054,290 ", 1.60543 ,HKD,,,,,,,Monthly,,30/360,,X0ZX3MI44TFDVA17UB29,254900F6KD0V3NHL4K90,X0ZX3MI44TFDVA17UB29,X0ZX3MI44TFDVA17UB29,Sell,Long,,,N,,,30/1/25,JPY,Physical,2025-01-29T19:00:00,"721,237",JPY,Mark-to-Model,Counterparty Statement,One-way CSA,Y,CSA-3436,"100,324","254,929","43,946","2,539","14,957","86,282",JPY,,,,,,,,,,,,,,,None,2002,NS-101,MA-232,,DO13DVDRHH3421MGS066,
31/5/25,99999990444,99990001,SEF,Internal,254900F6KD0V3NHL4K90,AkbarBank SG,SG,2866JQN3WZ7Z81L2Q633,Counterparty 812 Bank,DE,Fund,A,Foreign Exchange,Forward,NDF,OTC Derivative,Currency Pair,JPY/GBP,JPY/GBP,FFCXXX,,8/1/25,8/1/25,6/1/35,,"1,100,000,000",JPY,," 1,128,510,900 ", 1.02592 ,GBP,,,,,,,Quarterly,,30/360,,254900F6KD0V3NHL4K90,2866JQN3WZ7Z81L2Q633,2866JQN3WZ7Z81L2Q633,2866JQN3WZ7Z81L2Q633,Buy,Long,,,N,,,9/1/25,JPY,Physical,2025-01-10T19:00:00,"54,984,608",JPY,Mark-to-Model,Counterparty Statement,Partially Collateralised,N,CSA-9825,"6,415,174","25,116,189","8,462,176","15,990,111","943,719","2,449,827",JPY,,,,,,,,,,,,,,,None,1992,NS-123,MA-206,2866JQN3WZ7Z81L2Q633,,
31/5/25,99999990445,99990001,OTC,Manual,254900F6KD0V3NHL4K90,AkbarBank SG,SG,BR2DT1TSQDW8EVGOQJ73,Counterparty 673 Holdings,SG,Asset Manager,BB,Credit,Swap,Index CDS,OTC Derivative,Credit Index,CDX.NA.IG,CDX.NA.IG,SCXXXX,,18/2/25,18/2/25,18/2/26,,"280,000,000",USD,,,206.53,USD,,,,,,,At Maturity,,30/360,,5493001KJTIIGC8Y1R12,BR2DT1TSQDW8EVGOQJ73,5493001KJTIIGC8Y1R12,BR2DT1TSQDW8EVGOQJ73,Buy,Short,,,N,,,20/2/25,USD,Cash,2025-02-18T19:00:00,"17,585,750",USD,Mark-to-Market,Internal Model,Uncollateralised,Y,CSA-2368,"6,993,791","2,589,726", -   ,"2,389,189","1,023,401","2,089,960",USD,,,,,,,,,,CDX.NA.IG,Senior Bond 2035,Subordinated,Bankruptcy,MR,GMRA,,NS-111,MA-249,,,
